"","X","AIC.full","AIC.disc","AIC.cont","Variable","Model","log10_pvalue"
"41","GSE12225.GPL3676_eset",NA,NA,NA,"MSI status","CMS",NA
"42","GSE12945_eset",NA,NA,NA,"MSI status","CMS",NA
"43","GSE13067_eset",NA,NA,NA,"MSI status","CMS",NA
"44","GSE17538.GPL570_eset",NA,NA,NA,"MSI status","CMS",NA
"45","GSE2109_eset",NA,NA,NA,"MSI status","CMS",NA
"46","GSE21510_eset",NA,NA,NA,"MSI status","CMS",NA
"47","GSE33113_eset",NA,NA,NA,"MSI status","CMS",NA
"48","GSE39582_eset",193.992938836338,223.81008810328,210.006301981806,"MSI status","CMS",4.53627463615254e-08
"49","TCGA.COAD_eset",NA,NA,NA,"MSI status","CMS",NA
"50","TCGA.RNASeqV2_eset",82.031656225482,129.885764193513,78.9745741857903,"MSI status","CMS",5.49570639499673e-12
"51","GSE12225.GPL3676_eset",NA,NA,NA,"tumor location","CMS",NA
"52","GSE12945_eset",67.6112674759941,69.554970435329,61.4991686294231,"tumor location","CMS",0.0512084111750082
"53","GSE13067_eset",NA,NA,NA,"tumor location","CMS",NA
"54","GSE17538.GPL570_eset",NA,NA,NA,"tumor location","CMS",NA
"55","GSE2109_eset",NA,NA,NA,"tumor location","CMS",NA
"56","GSE21510_eset",NA,NA,NA,"tumor location","CMS",NA
"57","GSE33113_eset",NA,NA,NA,"tumor location","CMS",NA
"58","GSE39582_eset",643.81850040555,690.644276549812,636.409623965641,"tumor location","CMS",9.19015721862492e-12
"59","TCGA.COAD_eset",128.979525902054,125.462538970711,135.720870717749,"tumor location","CMS",0.785443671425182
"60","TCGA.RNASeqV2_eset",203.304023438743,212.263876783952,197.013776498882,"tumor location","CMS",0.00153392315379013
"61","GSE12225.GPL3676_eset",NA,NA,NA,"grade","CMS",NA
"62","GSE12945_eset",92.9738027134277,93.3162169080753,90.4146422281663,"grade","CMS",0.114039876564749
"63","GSE13067_eset",NA,NA,NA,"grade","CMS",NA
"64","GSE17538.GPL570_eset",31.4659885343684,27.789933797245,28.3830538172999,"grade","CMS",0.850464480211321
"65","GSE2109_eset",361.589092917128,362.241712747604,355.015748298756,"grade","CMS",0.0976554398835575
"66","GSE21510_eset",NA,NA,NA,"grade","CMS",NA
"67","GSE33113_eset",NA,NA,NA,"grade","CMS",NA
"68","GSE39582_eset",NA,NA,NA,"grade","CMS",NA
"69","TCGA.COAD_eset",NA,NA,NA,"grade","CMS",NA
"70","TCGA.RNASeqV2_eset",NA,NA,NA,"grade","CMS",NA
"71","GSE12225.GPL3676_eset",45.5057234373896,45.438567597288,40.5231923634167,"stage","CMS",0.139956715391962
"72","GSE12945_eset",93.0898332515217,92.1038074222848,89.4865471473593,"stage","CMS",0.221576564541311
"73","GSE13067_eset",NA,NA,NA,"stage","CMS",NA
"74","GSE17538.GPL570_eset",40.6308346076776,38.0927874838015,34.4128287729642,"stage","CMS",0.48143866546869
"75","GSE2109_eset",465.984869412588,467.926627548772,459.926647970938,"stage","CMS",0.0512582310455683
"76","GSE21510_eset",79.5155288123915,76.8173236432169,81.7269631272165,"stage","CMS",0.52157749498788
"77","GSE33113_eset",NA,NA,NA,"stage","CMS",NA
"78","GSE39582_eset",222.782056691857,229.430108207481,219.493037327326,"stage","CMS",0.00487309627831599
"79","TCGA.COAD_eset",175.804905715188,173.123240324351,171.082569014955,"stage","CMS",0.517281893467421
"80","TCGA.RNASeqV2_eset",250.614838220865,251.039292774306,249.791213246003,"stage","CMS",0.109456586712327
