"","X","AIC.full","AIC.disc","AIC.cont","Variable","Model","log10_pvalue"
"42","GSE14333_eset",NA,NA,NA,"grade","PCSS",NA
"43","GSE17536_eset",145.938839581636,144.908798042498,139.782026263674,"grade","PCSS",0.764572340106781
"44","GSE17538.GPL570_eset",31.4659885343684,27.789933797245,28.3830538172999,"grade","PCSS",0.29591345936656
"45","GSE2109_eset",361.589092917128,362.241712747604,355.015748298756,"grade","PCSS",0.839549203819024
"46","GSE21510_eset",NA,NA,NA,"grade","PCSS",NA
"47","GSE21815_eset",NA,NA,NA,"grade","PCSS",NA
"48","GSE26682.GPL570_eset",NA,NA,NA,"grade","PCSS",NA
"49","GSE26682.GPL96_eset",NA,NA,NA,"grade","PCSS",NA
"50","GSE33113_eset",NA,NA,NA,"grade","PCSS",NA
"51","GSE39582_eset",NA,NA,NA,"grade","PCSS",NA
"52","TCGA.COAD_eset",NA,NA,NA,"grade","PCSS",NA
"53","TCGA.RNASeqV2_eset",NA,NA,NA,"grade","PCSS",NA
"54","NHS.HPFS_eset",453.961026347425,457.48430664102,450.440300839394,"grade","PCSS",0.345012067754383
"55","GSE12225.GPL3676_eset",45.5057234373896,45.438567597288,40.5231923634167,"stage","PCSS",0.55490628518108
"56","GSE12945_eset",93.0898332515217,92.1038074222848,89.4865471473593,"stage","PCSS",0.354970808043581
"57","GSE13067_eset",NA,NA,NA,"stage","PCSS",NA
"58","GSE13294_eset",NA,NA,NA,"stage","PCSS",NA
"59","GSE14095_eset",NA,NA,NA,"stage","PCSS",NA
"60","GSE14333_eset",120.550841434675,121.911999382359,119.178610747726,"stage","PCSS",0.156915812129712
"61","GSE17536_eset",108.451770024309,117.172266239183,117.415748937681,"stage","PCSS",0.00196434719697612
"62","GSE17538.GPL570_eset",40.6308346076776,38.0927874838015,34.4128287729642,"stage","PCSS",0.775774932948865
"63","GSE2109_eset",465.984869412588,467.926627548772,459.926647970938,"stage","PCSS",0.746466583280872
"64","GSE21510_eset",79.5155288123915,76.8173236432169,81.7269631272165,"stage","PCSS",0.0370127960755386
"65","GSE21815_eset",186.411393669473,184.721676686006,181.216780877554,"stage","PCSS",0.590903143368012
"66","GSE26682.GPL570_eset",NA,NA,NA,"stage","PCSS",NA
"67","GSE26682.GPL96_eset",NA,NA,NA,"stage","PCSS",NA
"68","GSE33113_eset",NA,NA,NA,"stage","PCSS",NA
"69","GSE39582_eset",222.782056691857,229.430108207481,219.493037327326,"stage","PCSS",0.318258156511753
"70","TCGA.COAD_eset",175.804905715188,173.123240324351,171.082569014955,"stage","PCSS",0.512479080394767
"71","TCGA.RNASeqV2_eset",250.614838220865,251.039292774306,249.791213246003,"stage","PCSS",0.126856031736538
"72","NHS.HPFS_eset",531.393462654097,527.684638020203,530.855278846991,"stage","PCSS",0.113404871982063
"73","GSE12225.GPL3676_eset",NA,NA,NA,"MSI status","CMS",NA
"74","GSE12945_eset",NA,NA,NA,"MSI status","CMS",NA
"75","GSE13067_eset",NA,NA,NA,"MSI status","CMS",NA
"76","GSE13294_eset",99.4642998083824,139.410111183033,104.1922641955,"MSI status","CMS",2.86608000037337e-10
"77","GSE14095_eset",NA,NA,NA,"MSI status","CMS",NA
"78","GSE14333_eset",NA,NA,NA,"MSI status","CMS",NA
"79","GSE17536_eset",NA,NA,NA,"MSI status","CMS",NA
"80","GSE17538.GPL570_eset",NA,NA,NA,"MSI status","CMS",NA
"81","GSE2109_eset",NA,NA,NA,"MSI status","CMS",NA
"82","GSE21510_eset",NA,NA,NA,"MSI status","CMS",NA
"83","GSE21815_eset",NA,NA,NA,"MSI status","CMS",NA
"84","GSE26682.GPL570_eset",57.4463042485681,77.5914879831107,55.5318322280689,"MSI status","CMS",5.71399649665848e-06
"85","GSE26682.GPL96_eset",81.9799044057769,91.8440647037708,76.1019885388955,"MSI status","CMS",0.000975968595318212
"86","GSE33113_eset",NA,NA,NA,"MSI status","CMS",NA
"87","GSE39582_eset",193.992938836338,223.81008810328,210.006301981806,"MSI status","CMS",4.53627463615254e-08
"88","TCGA.COAD_eset",NA,NA,NA,"MSI status","CMS",NA
"89","TCGA.RNASeqV2_eset",82.031656225482,129.885764193513,78.9745741857903,"MSI status","CMS",5.49570639499673e-12
"90","NHS.HPFS_eset",475.052464618635,532.030012106201,475.188792638879,"MSI status","CMS",5.73976092136199e-14
"91","GSE12225.GPL3676_eset",NA,NA,NA,"tumor location","CMS",NA
"92","GSE12945_eset",67.6112674759941,69.554970435329,61.4991686294231,"tumor location","CMS",0.0512084111750082
"93","GSE13067_eset",NA,NA,NA,"tumor location","CMS",NA
"94","GSE13294_eset",NA,NA,NA,"tumor location","CMS",NA
"95","GSE14095_eset",NA,NA,NA,"tumor location","CMS",NA
"96","GSE14333_eset",186.575060213286,188.08185049264,182.644320372342,"tumor location","CMS",0.0637111852194021
"97","GSE17536_eset",NA,NA,NA,"tumor location","CMS",NA
"98","GSE17538.GPL570_eset",NA,NA,NA,"tumor location","CMS",NA
"99","GSE2109_eset",NA,NA,NA,"tumor location","CMS",NA
"100","GSE21510_eset",NA,NA,NA,"tumor location","CMS",NA
"101","GSE21815_eset",NA,NA,NA,"tumor location","CMS",NA
"102","GSE26682.GPL570_eset",NA,NA,NA,"tumor location","CMS",NA
"103","GSE26682.GPL96_eset",NA,NA,NA,"tumor location","CMS",NA
"104","GSE33113_eset",NA,NA,NA,"tumor location","CMS",NA
"105","GSE39582_eset",643.81850040555,690.644276549812,636.409623965641,"tumor location","CMS",9.19015721862492e-12
"106","TCGA.COAD_eset",128.979525902054,125.462538970711,135.720870717749,"tumor location","CMS",0.785443671425182
"107","TCGA.RNASeqV2_eset",203.304023438743,212.263876783952,197.013776498882,"tumor location","CMS",0.00153392315379013
"108","NHS.HPFS_eset",914.153369010155,929.401875480545,917.662626231859,"tumor location","CMS",6.61058551270668e-05
"109","GSE12225.GPL3676_eset",NA,NA,NA,"grade","CMS",NA
"110","GSE12945_eset",92.9738027134277,93.3162169080753,90.4146422281663,"grade","CMS",0.114039876564749
"111","GSE13067_eset",NA,NA,NA,"grade","CMS",NA
"112","GSE13294_eset",NA,NA,NA,"grade","CMS",NA
"113","GSE14095_eset",NA,NA,NA,"grade","CMS",NA
"114","GSE14333_eset",NA,NA,NA,"grade","CMS",NA
"115","GSE17536_eset",145.938839581636,144.908798042498,139.782026263674,"grade","CMS",0.226507045081385
"116","GSE17538.GPL570_eset",31.4659885343684,27.789933797245,28.3830538172999,"grade","CMS",0.850464480211321
"117","GSE2109_eset",361.589092917128,362.241712747604,355.015748298756,"grade","CMS",0.0976554398835575
"118","GSE21510_eset",NA,NA,NA,"grade","CMS",NA
"119","GSE21815_eset",NA,NA,NA,"grade","CMS",NA
"120","GSE26682.GPL570_eset",NA,NA,NA,"grade","CMS",NA
"121","GSE26682.GPL96_eset",NA,NA,NA,"grade","CMS",NA
"122","GSE33113_eset",NA,NA,NA,"grade","CMS",NA
"123","GSE39582_eset",NA,NA,NA,"grade","CMS",NA
"124","TCGA.COAD_eset",NA,NA,NA,"grade","CMS",NA
"125","TCGA.RNASeqV2_eset",NA,NA,NA,"grade","CMS",NA
"126","NHS.HPFS_eset",453.961026347425,457.48430664102,450.440300839394,"grade","CMS",0.0232455829231469
"127","GSE12225.GPL3676_eset",45.5057234373896,45.438567597288,40.5231923634167,"stage","CMS",0.139956715391962
"128","GSE12945_eset",93.0898332515217,92.1038074222848,89.4865471473593,"stage","CMS",0.221576564541311
"129","GSE13067_eset",NA,NA,NA,"stage","CMS",NA
"130","GSE13294_eset",NA,NA,NA,"stage","CMS",NA
"131","GSE14095_eset",NA,NA,NA,"stage","CMS",NA
"132","GSE14333_eset",120.550841434675,121.911999382359,119.178610747726,"stage","CMS",0.0685234693708385
"133","GSE17536_eset",108.451770024309,117.172266239183,117.415748937681,"stage","CMS",0.00172893769633792
"134","GSE17538.GPL570_eset",40.6308346076776,38.0927874838015,34.4128287729642,"stage","CMS",0.48143866546869
"135","GSE2109_eset",465.984869412588,467.926627548772,459.926647970938,"stage","CMS",0.0512582310455683
"136","GSE21510_eset",79.5155288123915,76.8173236432169,81.7269631272165,"stage","CMS",0.52157749498788
"137","GSE21815_eset",186.411393669473,184.721676686006,181.216780877554,"stage","CMS",0.315012956811721
"138","GSE26682.GPL570_eset",NA,NA,NA,"stage","CMS",NA
"139","GSE26682.GPL96_eset",NA,NA,NA,"stage","CMS",NA
"140","GSE33113_eset",NA,NA,NA,"stage","CMS",NA
"141","GSE39582_eset",222.782056691857,229.430108207481,219.493037327326,"stage","CMS",0.00487309627831599
"142","TCGA.COAD_eset",175.804905715188,173.123240324351,171.082569014955,"stage","CMS",0.517281893467421
"143","TCGA.RNASeqV2_eset",250.614838220865,251.039292774306,249.791213246003,"stage","CMS",0.109456586712327
"144","NHS.HPFS_eset",531.393462654097,527.684638020203,530.855278846991,"stage","CMS",0.864514083516315
