"","X","AIC.full","AIC.disc","AIC.cont","Variable","Model","log10_pvalue"
"58","GSE13294_eset",NA,NA,NA,"stage","RAV",NA
"59","GSE14095_eset",NA,NA,NA,"stage","RAV",NA
"60","GSE14333_eset",122.807634205543,121.911999382359,120.638739097526,"stage","RAV",0.212121508241489
"61","GSE17536_eset",120.373832507622,117.172266239183,119.371694031072,"stage","RAV",0.136001277257928
"62","GSE17538.GPL570_eset",39.2098234072758,38.0927874838015,33.7146705462176,"stage","RAV",0.643768048450862
"63","GSE2109_eset",471.884185356574,467.926627548772,474.864619432763,"stage","RAV",0.026784790639534
"64","GSE21510_eset",80.368208545631,76.8173236432169,81.650945659079,"stage","RAV",0.054408120152637
"65","GSE21815_eset",179.070886204038,184.721676686006,175.742476761404,"stage","RAV",0.322683225377825
"66","GSE26682.GPL570_eset",NA,NA,NA,"stage","RAV",NA
"67","GSE26682.GPL96_eset",NA,NA,NA,"stage","RAV",NA
"68","GSE33113_eset",NA,NA,NA,"stage","RAV",NA
"69","GSE39582_eset",231.013402498487,229.430108207481,224.312873629439,"stage","RAV",0.861465255767379
"70","TCGA.COAD_eset",173.084327263584,173.123240324351,168.556210029371,"stage","RAV",0.482166490912218
"71","TCGA.RNASeqV2_eset",254.865894173586,251.039292774306,254.266170323314,"stage","RAV",0.11618794436596
"72","NHS.HPFS_eset",529.665553747444,527.684638020203,528.68753269275,"stage","RAV",0.134731287388929
"73","GSE12225.GPL3676_eset",NA,NA,NA,"MSI status","CMS",NA
"74","GSE12945_eset",NA,NA,NA,"MSI status","CMS",NA
"75","GSE13067_eset",NA,NA,NA,"MSI status","CMS",NA
"76","GSE13294_eset",138.172262573304,139.410111183033,209.790102832796,"MSI status","CMS",0.0728812186487546
"77","GSE14095_eset",NA,NA,NA,"MSI status","CMS",NA
"78","GSE14333_eset",NA,NA,NA,"MSI status","CMS",NA
"79","GSE17536_eset",NA,NA,NA,"MSI status","CMS",NA
"80","GSE17538.GPL570_eset",NA,NA,NA,"MSI status","CMS",NA
"81","GSE2109_eset",NA,NA,NA,"MSI status","CMS",NA
"82","GSE21510_eset",NA,NA,NA,"MSI status","CMS",NA
"83","GSE21815_eset",NA,NA,NA,"MSI status","CMS",NA
"84","GSE26682.GPL570_eset",79.952653332616,77.5914879831107,117.851539594031,"MSI status","CMS",0.440688357691302
"85","GSE26682.GPL96_eset",87.7676160652025,91.8440647037708,101.312224134172,"MSI status","CMS",0.0176287476672522
"86","GSE33113_eset",NA,NA,NA,"MSI status","CMS",NA
"87","GSE39582_eset",224.992785155871,223.81008810328,426.865337098896,"MSI status","CMS",0.244472738880548
"88","TCGA.COAD_eset",NA,NA,NA,"MSI status","CMS",NA
"89","TCGA.RNASeqV2_eset",133.502907686014,129.885764193513,195.994016631545,"MSI status","CMS",0.825778869518917
"90","NHS.HPFS_eset",535.563661357251,532.030012106201,641.144223520135,"MSI status","CMS",0.792014662188506
"91","GSE12225.GPL3676_eset",NA,NA,NA,"tumor location","CMS",NA
"92","GSE12945_eset",71.9087070128848,69.554970435329,67.1649760936309,"tumor location","CMS",0.439054507290268
"93","GSE13067_eset",NA,NA,NA,"tumor location","CMS",NA
"94","GSE13294_eset",NA,NA,NA,"tumor location","CMS",NA
"95","GSE14095_eset",NA,NA,NA,"tumor location","CMS",NA
"96","GSE14333_eset",190.649937880201,188.08185049264,207.289583344029,"tumor location","CMS",0.488724517954363
"97","GSE17536_eset",NA,NA,NA,"tumor location","CMS",NA
"98","GSE17538.GPL570_eset",NA,NA,NA,"tumor location","CMS",NA
"99","GSE2109_eset",NA,NA,NA,"tumor location","CMS",NA
"100","GSE21510_eset",NA,NA,NA,"tumor location","CMS",NA
"101","GSE21815_eset",NA,NA,NA,"tumor location","CMS",NA
"102","GSE26682.GPL570_eset",NA,NA,NA,"tumor location","CMS",NA
"103","GSE26682.GPL96_eset",NA,NA,NA,"tumor location","CMS",NA
"104","GSE33113_eset",NA,NA,NA,"tumor location","CMS",NA
"105","GSE39582_eset",684.287966890326,690.644276549812,754.930292418143,"tumor location","CMS",0.00563840063104616
"106","TCGA.COAD_eset",128.344287629976,125.462538970711,159.994231523992,"tumor location","CMS",0.571708707254212
"107","TCGA.RNASeqV2_eset",213.988942240334,212.263876783952,224.957584506994,"tumor location","CMS",0.320630063108822
"108","NHS.HPFS_eset",932.606956069836,929.401875480545,991.970381932095,"tumor location","CMS",0.672025021111948
"109","GSE12225.GPL3676_eset",NA,NA,NA,"grade","CMS",NA
"110","GSE12945_eset",90.8269679326633,93.3162169080753,86.0132034312856,"grade","CMS",0.0389832002800932
"111","GSE13067_eset",NA,NA,NA,"grade","CMS",NA
"112","GSE13294_eset",NA,NA,NA,"grade","CMS",NA
"113","GSE14095_eset",NA,NA,NA,"grade","CMS",NA
"114","GSE14333_eset",NA,NA,NA,"grade","CMS",NA
"115","GSE17536_eset",148.11791242503,144.908798042498,154.453566754261,"grade","CMS",0.673381793881293
"116","GSE17538.GPL570_eset",30.3275122665996,27.789933797245,32.4794384328294,"grade","CMS",0.481325864481669
"117","GSE2109_eset",350.787812534434,362.241712747604,351.623939233023,"grade","CMS",0.000440786420721733
"118","GSE21510_eset",NA,NA,NA,"grade","CMS",NA
"119","GSE21815_eset",NA,NA,NA,"grade","CMS",NA
"120","GSE26682.GPL570_eset",NA,NA,NA,"grade","CMS",NA
"121","GSE26682.GPL96_eset",NA,NA,NA,"grade","CMS",NA
"122","GSE33113_eset",NA,NA,NA,"grade","CMS",NA
"123","GSE39582_eset",NA,NA,NA,"grade","CMS",NA
"124","TCGA.COAD_eset",NA,NA,NA,"grade","CMS",NA
"125","TCGA.RNASeqV2_eset",NA,NA,NA,"grade","CMS",NA
"126","NHS.HPFS_eset",451.186745336553,457.48430664102,448.732184629739,"grade","CMS",0.00580648053109897
"127","GSE12225.GPL3676_eset",47.3119340316223,45.438567597288,44.2086513946389,"stage","CMS",0.345308595229401
"128","GSE12945_eset",89.5152993954423,92.1038074222848,87.5629073509694,"stage","CMS",0.0370957076279801
"129","GSE13067_eset",NA,NA,NA,"stage","CMS",NA
"130","GSE13294_eset",NA,NA,NA,"stage","CMS",NA
"131","GSE14095_eset",NA,NA,NA,"stage","CMS",NA
"132","GSE14333_eset",122.807634205543,121.911999382359,120.638739097526,"stage","CMS",0.211785229033849
"133","GSE17536_eset",120.373832507622,117.172266239183,119.371694031072,"stage","CMS",0.670845202208679
"134","GSE17538.GPL570_eset",39.2098234072758,38.0927874838015,33.7146705462176,"stage","CMS",0.236576882748234
"135","GSE2109_eset",471.884185356574,467.926627548772,474.864619432763,"stage","CMS",0.979002487008299
"136","GSE21510_eset",80.368208545631,76.8173236432169,81.650945659079,"stage","CMS",0.79886960139572
"137","GSE21815_eset",179.070886204038,184.721676686006,175.742476761404,"stage","CMS",0.00802338207419776
"138","GSE26682.GPL570_eset",NA,NA,NA,"stage","CMS",NA
"139","GSE26682.GPL96_eset",NA,NA,NA,"stage","CMS",NA
"140","GSE33113_eset",NA,NA,NA,"stage","CMS",NA
"141","GSE39582_eset",231.013402498487,229.430108207481,224.312873629439,"stage","CMS",0.298688858477579
"142","TCGA.COAD_eset",173.084327263584,173.123240324351,168.556210029371,"stage","CMS",0.132727578888893
"143","TCGA.RNASeqV2_eset",254.865894173586,251.039292774306,254.266170323314,"stage","CMS",0.916952781553113
"144","NHS.HPFS_eset",529.665553747444,527.684638020203,528.68753269275,"stage","CMS",0.364385780375289
